CountryAProdFinances_TI Revenue CO2Hedge,CapacityinMW_OCGT,CountryBProdFinances_Revenue CM,CapacityinMWinB_Photovoltaic,CapacityinMWinA_IGCC,CapacityinMW_WindOffshore,ProducerCosts_CO2 Hedging,CapacityinMW_IgccCCS,CountryBProdCosts_Fixed O&M,CapacityinMW_Biomass,CapacityinMWinA_Photovoltaic,CountryBProdCosts_CO2 auction,CountryAProdCosts_Unclassified,CapacityinMWinB_CoalPscCSS,ShortagesInHoursUnserved,GenerationinMWh_Nuclear,CountryBProdFinances_TI Revenue CM,CountryBProdFinances_Profit,ProducerCosts_CO2 auction,CapacityinMWinA_Wind,CapacityinMW_Nuclear,AggregateFinances_Revenue LTC,CO2CapinTonpA_CO2_cap,CapacityinMWinA_CcgtCCS,CountryAProdCosts_Downpayment,GenerationinMWh_CoalPSC,ProducerCosts_Commodity,CountryAProdFinances_TI Profit,Total_EnergyServedinMWh_Country A,CapacityinMWinA_Lignite,AggregateFinances_TI Revenue LTC,tick,CountryAProdCosts_CO2 auction,CountryBProdCosts_Capacity Market,AggregateFinances_TI Revenue Spot,CountryBProdFinances_TI Profit,AggregateFinances_Revenue CO2Hedge,CountryBProdFinances_TI Revenue RES,PeakDemandPerZoneInMW_Country A,AggregateFinances_Total Revenue,CountryBProdCosts_Downpayment,CapacityinMW_IGCC,CO2BankedCertificates,CountryBProdCosts_CO2 tax,AggregateFinances_Profit,CountryAProdCosts_Loan,ProducerCosts_Loan,PriceInEURperMWh_Segment Country A 1,PriceInEURperMWh_Segment Country A 2,PriceInEURperMWh_Segment Country A 3,PriceInEURperMWh_Segment Country A 4,CountryBProdFinances_Revenue RES,PriceInEURperMWh_Segment Country A 6,CapacityinMW_Photovoltaic,PriceInEURperMWh_Segment Country A 8,PriceInEURperMWh_Segment Country A 9,ProducerCosts_Electricity ltc,CapacityinMWinB_Biomass,CapacityinMWinA_IgccCCS,FuelPricesPerGJ_Natural Gas,TotalConsumptioninMWh,ProducerCosts_CO2 tax,GenerationinMWhPerProducer_Energy Producer C,GenerationinMWhPerProducer_Energy Producer B,GenerationinMWhPerProducer_Energy Producer A,CountryAProdFinances_Revenue LTC,CapacityinMWinA_CoalPSC,GenerationinMWhPerProducer_Energy Producer D,GenerationinMWh_OCGT,CountryAProdCosts_Capacity Market,runId,CountryAProdFinances_TI Revenue CM,CapacityinMW_Lignite,CountryBProdFinances_TI Revenue LTC,AggregateFinances_TI Revenue,GenerationinMWh_IGCC,CountryBProdFinances_TI Revenue,CapacityinMWinB_CcgtCCS,CountryBProdFinances_Revenue LTC,CountryAProdFinances_Revenue CM,ProducerCosts_Strategic Reserve,CountryAProdCosts_Commodity,GenerationinMWh_Biomass,GenerationinMWh_CCGT,AggregateFinances_Revenue RES,FuelPricesPerGJ_Coal,ProducerCosts_Capacity Market,CountryBProdCosts_Strategic Reserve,CountryBProdCosts_Electricity spot,CountryBProdCosts_Commodity,AggregateFinances_Revenue Spot,GenerationinMWh_CoalPscCSS,ProducerCosts_Unclassified,GenerationinMWh_IgccCCS,EUCO2PriceFloor_EU CO2 price floor,AggregateFinances_TI Revenue CO2Hedge,AggregateFinances_TI Revenue RES,CountryBProdFinances_Revenue CO2Hedge,CapacityinMWinA_CoalPscCSS,GenerationinMWh_Wind,NationalTotalProductioninMWh_Country A,CountryAProdCosts_Fixed O&M,GenerationinMWh_WindOffshore,GenerationinMWh_Lignite,CapacityinMWinB_OCGT,CapacityinMWinA_CCGT,CountryAProdCosts_Strategic Reserve,CountryAProdFinances_Revenue RES,CountryBProdFinances_Revenue Spot,CapacityinMW_CoalPSC,CapacityinMW_CCGT,CapacityinMWinB_Lignite,CountryAProdCosts_National CO2 MinPrice,NationalGovernmentCash_Country A,CountryBProdCosts_Loan,CountryBProdFinances_TI Revenue CO2Hedge,SpotMarketCash_Country A electricity spot market,CapacityinMWinB_Wind,PriceInEURperMWh_Segment Country A 18,PriceInEURperMWh_Segment Country A 19,CapacityinMWinA_WindOffshore,CapacityinMWinB_Nuclear,AggregateFinances_TI Profit,PriceInEURperMWh_Segment Country A 12,PriceInEURperMWh_Segment Country A 13,PriceInEURperMWh_Segment Country A 10,CapacityinMWinA_OCGT,PriceInEURperMWh_Segment Country A 16,PriceInEURperMWh_Segment Country A 17,CountryAProdFinances_TI Revenue,PriceInEURperMWh_Segment Country A 15,CountryAProdFinances_TI Revenue LTC,AggregateFinances_TI Revenue CM,CapacityinMWinB_IgccCCS,ProducerCosts_National CO2 MinPrice,CO2Auction,CountryAProdFinances_TI Revenue Spot,CountryAProdCosts_Electricity spot,ProducerCosts_Downpayment,Avg_El_PricesinEURpMWh_Country A,TotalOperationalCapacityPerZoneInMW_Country A,CO2Emissions_inTonpA,CapacityinMWinA_Nuclear,PriceInEURperMWh_Segment Country A 5,FuelPricesPerGJ_Uranium,CapacityinMW_Wind,CountryAProdFinances_Revenue Spot,PriceInEURperMWh_Segment Country A 7,CapacityinMWinA_Biomass,Forc_CO2Emissions_inTonpA,CapacityinMWinB_CoalPSC,ProducerCosts_Fixed O&M,CountryAProdFinances_Profit,NationalMinCO2PriceinEURpTon_Country A,AggregateFinances_Revenue CM,CapacityinMWinB_CCGT,CapacityinMWinB_IGCC,FuelPricesPerGJ_Biomass,CountryAProdCosts_CO2 tax,CountryBProdCosts_National CO2 MinPrice,CountryBProdCosts_Unclassified,GenerationinMWh_CcgtCCS,PriceInEURperMWh_Segment Country A 14,PriceInEURperMWh_Segment Country A 20,CountryBProdFinances_Total Revenue,Total_DemandinMWh_Country A,PriceInEURperMWh_Segment Country A 11,FuelPricesPerGJ_Lignite,CapacityinMW_CoalPscCSS,CapacityinMW_CcgtCCS,CountryAProdCosts_Electricity ltc,CountryBProdFinances_TI Revenue Spot,EUGovernmentCash,ProducerCash_Energy Producer B,ProducerCash_Energy Producer C,ProducerCash_Energy Producer A,Forc_Total_DemandinMWh_Country A,ProducerCash_Energy Producer D,EnergyNotServedinMWh_Country A,CountryAProdFinances_Total Revenue,CountryAProdFinances_TI Revenue RES,CountryBProdCosts_Electricity ltc,CountryAProdCosts_CO2 Hedging,CO2Tax,GenerationinMWh_Photovoltaic,Forc_CO2Auction,CountryBProdCosts_CO2 Hedging,CountryAProdFinances_Revenue CO2Hedge,CapacityinMWinB_WindOffshore,ProducerCosts_Electricity spot
0,3750.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-4.723751869131025e-12,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,0,71997010.20105264,3736833128.7466426,0,110534317.35999998,0,0,0,0,0,0,0,0,0,18390.0,5805145015.44687,0,0,0,0,621022228.5332031,640616018.911165,640616018.911165,58.189642660824745,57.353943493922074,57.23554170245521,56.99947090281833,0,56.76437378877581,0,56.41354499770198,56.18086456379972,0,0,0,0.009019097113888888,110534317.36,0.0,52036713.29052633,25509487.6368421,17067233.54,0,8338.0,15920882.892631581,0,0,baseRun,0,0,0,0,0,0,0,0,0,0,3736833128.7466426,2440200.0,23644108.737894733,0,0.0034414832917155727,0,0,0,0,5805145015.44687,0,0,0,0.0,0,0,0,0,3692998.4210526324,110534317.35999994,806673639.2558599,0,0,0,9312.0,0,0,0,8338.0,9312.0,0,0,,0,0,-5805145015.44688,0,31.46573222097932,31.363097609985843,0,0,0,55.71837884325145,55.60335352030448,55.94914383176202,3750.0,31.568702700052683,31.568702700052683,0,55.48856565625698,0,0,0,0,0,0,0,0,52.51893849889234,22840.0,67760362.34531203,1000.0,56.88180088648767,0.001286008230452675,1800.0,5805145015.44687,56.76437378877581,500.0,0,0,806673639.2558599,621022228.5332031,0.0,0,0,0,0.0045,0.0,0,0,0,55.48856565625698,31.363097609985843,0,110534317.36,55.94914383176202,0.0014277777777777776,0,0,0,0,0.0,2911819662.1393123,3788596525.319187,2757593868.3591266,,3163012172.7156034,1.4901161193847656e-08,5805145015.44687,0,0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,500.0,0,0,0,0,-5.578381282408171,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,0,72219891.27513768,3816450012.189258,0,112195941.77880996,0,0,1,0,0,0,0,0,0,18666.4505521158,26809655268.62663,0,0,0,0,21228399136.198906,1080626140.9826038,1080626140.9826038,2000.0,2000.0,2000.0,2000.0,0,57.353943493922074,0,56.18086456379972,56.18086456379972,0,0,0,0.009019097113888888,112195941.77880996,0.0,53961728.324047334,22606570.312577,21045037.122658897,0,8338.0,14511159.473684212,0,0,baseRun,0,0,0,0,0,0,0,0,0,0,3816450012.189258,2469360.739988491,24982244.796788644,0,0.0034414832917155727,0,0,0,0,26809655268.62663,0,0,0,0.0,0,0,0,0,3692998.4210526324,112124495.23296738,684179979.2558599,0,0,0,6984.0,0,0,0,8338.0,6984.0,0,0,,0,0,-32614800284.073517,0,31.46573222097932,31.46573222097932,0,0,0,55.60335352030448,55.48856565625698,55.94914383176202,0,46.28640857628853,31.568702700052683,0,54.918171097486734,0,0,0,0,0,0,0,0,240.22748000500383,16762.0,68364628.1430115,1000.0,57.353943493922074,0.001286008230452675,1800.0,26809655268.62663,57.23554170245521,500.0,0,0,684179979.2558599,21228399136.198906,0.0,0,0,0,0.0045,0.0,0,0,0,55.48856565625698,31.363097609985843,0,112195941.77880996,55.71837884325145,0.0014265147011981974,0,0,0,0,0.0,6961531751.757504,14341154152.698479,7229474461.134534,,5317260999.141627,0.0,26809655268.62663,0,0,0,0.0,0,0,0,0,0,0
0,150.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-5.425443085277453,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,465782283.00000006,72318113.26704751,3871401580.643886,0,113173581.74509728,0,0,2,0,0,0,0,0,0,18829.104100890778,27063957572.512302,0,0,0,0,21730973388.977707,309464840.63484937,309464840.63484937,2000.0,2000.0,2000.0,2000.0,0,57.353943493922074,0,57.23554170245521,56.18086456379972,0,0,0,0.009019097113888888,113173581.74509728,0.0,54276019.195539474,22822777.437201515,21493532.393636174,0,8338.0,14511159.473684212,95400.0,0,baseRun,0,0,0,0,0,0,0,0,0,0,3871401580.643886,2519431.074445841,25717545.73751539,0,0.0034414832917155727,0,0,0,0,27063957572.512302,0,0,0,0.0,0,0,0,0,3692998.4210526324,113103488.50006132,686335479.2558599,0,0,0,6984.0,0,0,0,8338.0,6984.0,0,0,,0,0,-59678757856.58603,0,31.46573222097932,31.46573222097932,0,0,0,55.60335352030448,55.48856565625698,55.94914383176202,150.0,46.28640857628853,31.568702700052683,0,54.918171097486734,0,0,0,0,0,0,0,465782283.00000006,240.37539188126527,16912.0,68735388.89710435,1000.0,58.189642660824745,0.001286008230452675,1800.0,27063957572.512302,57.23554170245521,500.0,0,0,686335479.2558599,21730973388.977707,0.0,0,0,0,0.0045,0.0,0,0,0,55.48856565625698,31.363097609985843,0,113173581.7450973,55.71837884325145,0.0014369099213977208,0,0,0,0,0.0,11294142387.610016,24945146742.385555,11936112606.463999,,7404993017.250376,1.4901161193847656e-08,27063957572.512302,0,0,0,0.0,0,0,0,0,0,0
0,150.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-31.51803177011723,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,465782283.00000006,72668615.14712179,4046911934.6440516,0,116813975.70144863,0,0,3,0,0,0,0,0,0,19434.76980233318,27378187352.19493,0,0,0,0,21393461280.570107,785696374.7249138,785696374.7249138,2000.0,2000.0,2000.0,2000.0,0,57.353943493922074,0,57.23554170245521,56.18086456379972,0,0,0,0.009019097113888888,116813975.70144862,0.0,55578791.24058439,23557318.967608232,22746415.312111553,0,8338.0,14511159.473684212,95400.0,0,baseRun,0,0,0,0,0,0,0,0,0,0,4046911934.6440516,2657042.9319828935,28519628.49383106,0,0.0034414832917155727,0,0,0,0,27378187352.19493,0,0,0,0.0,0,0,0,0,3692998.4210526324,116393684.99398835,686335479.2558599,0,0,0,6984.0,0,0,0,8338.0,6984.0,0,0,,0,0,-87056945208.78136,0,31.568702700052683,31.46573222097932,0,0,0,55.71837884325145,55.60335352030448,55.94914383176202,150.0,54.918171097486734,46.28640857628853,0,54.918171097486734,0,0,0,0,0,0,0,465782283.00000006,241.5701425935244,16912.0,69951131.61927886,1000.0,58.189642660824745,0.001286008230452675,1800.0,27378187352.19493,57.353943493922074,500.0,0,0,686335479.2558599,21393461280.570107,0.0,0,0,0,0.0045,0.0,0,0,0,55.48856565625698,31.46573222097932,0,116813975.70144862,55.71837884325145,0.0014396914775483833,0,0,0,0,0.0,15493477517.365843,35548658409.54585,16494814864.739742,,9436905242.628569,-1.4901161193847656e-08,27378187352.19493,0,0,0,0.0,0,0,0,0,0,0
0,150.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-54.26872314460725,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,543412663.5000001,72818707.26724365,4191467828.2041097,0,119743556.12206252,0,0,4,0,0,0,0,0,0,19922.174847407317,46610320063.8987,0,0,0,0,40448584599.92804,739376057.0106876,739376057.0106876,2000.0,2000.0,2000.0,2000.0,0,58.189642660824745,0,57.353943493922074,57.23554170245521,0,0,0,0.009019097113888888,119743556.12206253,0.0,56545410.787719674,24111600.282550786,23833567.09688201,0,8338.0,14511159.47368421,181800.0,0,baseRun,0,0,0,0,0,0,0,0,0,0,4191467828.2041097,2801281.27531936,30746950.677221023,0,0.0034414832917155727,0,0,0,0,46610320063.8987,0,0,0,0.0,0,0,0,0,3692998.421052632,119001737.64083663,687478915.2558599,0,0,0,6984.0,0,0,0,8338.0,6984.0,0,0,,0,0,-133667265272.68031,0,31.568702700052686,31.465732220979323,0,0,0,55.71837884325145,55.60335352030448,56.18086456379972,150.0,54.918171097486734,46.28640857628853,0,55.48856565625698,0,0,0,0,0,0,0,543412663.5000001,401.641295647885,16912.0,70848709.66350527,1000.0,2000.0,0.001286008230452675,1800.0,46610320063.8987,57.353943493922074,500.0,0,0,687478915.2558599,40448584599.92804,0.0,0,0,0,0.0045,0.0,0,0,0,55.60335352030448,31.465732220979323,0,119743556.12206253,55.94914383176202,0.0014383525038470727,0,0,0,0,0.0,23604413448.888878,55101263660.65882,25543968666.76701,,13172794857.893446,1.4901161193847656e-08,46610320063.8987,0,0,0,0.0,0,0,0,0,0,0
0,150.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-114.98766045901998,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,543412663.5000001,73003591.12175411,4407454785.637907,0,124520224.99299975,0,0,5,0,0,0,0,0,0,20716.886776105795,66087083403.87172,0,0,0,0,59626976484.60021,818747979.3590317,818747979.3590317,2000.0,2000.0,2000.0,2000.0,0,2000.0,0,57.353943493922074,57.353943493922074,0,0,0,0.009019097113888888,124520224.99299976,0.0,58009847.58705797,24931504.03856408,25433205.976824205,0,8338.0,14511159.47368421,268200.0,0,baseRun,0,0,0,0,0,0,0,0,0,0,4407454785.637907,2903240.7322987597,34257686.80102495,0,0.0034414832917155727,0,0,0,0,66087083403.87172,0,0,0,0.0,0,0,0,0,3692998.421052632,122885717.07613038,690491490.7745689,0,0,0,6984.0,0,0,0,8338.0,6984.0,0,0,,0,0,-199754348676.55164,0,46.28640857628853,31.568702700052683,0,0,0,55.94914383176202,55.71837884325145,57.23554170245521,150.0,55.48856565625698,54.918171097486734,0,55.48856565625698,0,0,0,0,0,0,0,543412663.5000001,556.9866199768686,16912.0,72192952.39293791,1000.0,2000.0,0.001286008230452675,1800.0,66087083403.87172,58.189642660824745,500.0,0,0,690491490.7745689,59626976484.60021,0.0,0,0,0,0.0045,0.0,0,0,0,55.60335352030448,31.46573222097932,0,124520224.99299973,56.18086456379972,0.0014359385374846944,0,0,0,0,0.0,35664345125.3982,83645224060.38196,39093824209.33708,,18646023723.691074,-1.4901161193847656e-08,66087083403.87172,0,0,0,0.0,0,0,0,0,0,0
0,150.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-130.14899878361035,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,77630380.50000001,73007612.28885919,4444151612.658509,0,125407181.87825155,0,0,6,0,0,0,0,0,0,20864.45304791491,66131587022.15712,0,0,0,0,60139275060.09121,773126108.333613,773126108.333613,2000.0,2000.0,2000.0,2000.0,0,2000.0,0,58.189642660824745,57.353943493922074,0,0,0,0.009019097113888888,125407181.87825155,0.0,58264214.48781593,25083563.30114142,25685046.081166167,0,8338.0,14511159.47368421,268200.0,0,baseRun,0,0,0,0,0,0,0,0,0,0,4444151612.658509,2944661.3077816176,34870511.3261143,0,0.0034414832917155727,0,0,0,0,66131587022.15712,0,0,0,0.0,0,0,0,0,3692998.421052632,123543983.34380765,697403860.5737889,0,0,0,6984.0,0,0,0,8338.0,6984.0,0,0,,0,0,-265885935698.7085,0,46.28640857628853,31.568702700052683,0,0,0,55.94914383176202,55.71837884325145,57.23554170245521,150.0,55.48856565625698,54.918171097486734,0,55.48856565625698,0,0,0,0,0,0,0,77630380.50000001,557.0493096548861,16912.0,72396033.16427015,1000.0,2000.0,0.001286008230452675,1800.0,66131587022.15712,58.189642660824745,500.0,0,0,697403860.5737889,60139275060.09121,0.0,0,0,0,0.0045,0.0,0,0,0,55.60335352030448,31.46573222097932,0,125407181.87825155,56.18086456379972,0.001440608484793225,0,0,0,0,0.0,47926856414.86564,112264558566.08453,52800799535.73237,,24196477662.21707,0.0,66131587022.15712,0,0,0,0.0,0,0,0,0,0,0
0,150.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-3.122715034907235e-12,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,530411380.50000006,101889431.9226084,3687192240.8241134,0,125404499.54504082,0,0,7,0,0,0,0,0,0,20864.006778295454,5599112496.277606,0,0,0,0,-243587624.48946667,727849501.3150859,727849501.3150859,58.189642660824745,58.189642660824745,57.353943493922074,56.18086456379972,0,55.71837884325145,0,55.60335352030448,55.48856565625698,0,0,0,0.009019097113888888,125404499.54504082,0.0,48362993.8778258,28685564.78188161,27237567.758586258,0,12886.0,21118373.126747154,0,0,baseRun,0,0,0,0,0,0,0,0,0,0,3687192240.8241134,1432200.0,9629869.201379774,0,0.0034414832917155727,0,0,0,0,5599112496.277606,0,0,0,0.0,0,0,0,0,3692998.421052632,125404499.54504077,897246998.1278735,0,0,0,6984.0,0,0,0,12886.0,6984.0,0,0,,0,0,-271485048194.98532,0,30.058918038537325,29.96087215998907,0,0,0,31.46573222097932,31.46573222097932,54.918171097486734,150.0,30.754282073444347,30.754282073444347,0,31.15883161368739,0,0,0,0,0,0,0,530411380.50000006,44.64841785255576,21460.0,84896954.51369327,1000.0,55.94914383176202,0.001286008230452675,1800.0,5599112496.277606,55.60335352030448,500.0,0,0,897246998.1278735,-243587624.48946667,0.0,0,0,0,0.0045,0.0,0,0,0,31.363097609985843,29.571876282098717,0,125404499.54504085,31.568702700052683,0.0014382720360575252,0,0,0,0,0.0,47866417629.26943,112554126824.46535,52540028207.26263,,23984531893.412994,2.9802322387695312e-08,5599112496.277606,0,0,0,0.0,0,0,0,0,0,0
0,4350.0,0,0,0,0,0,0,0,500.0,0,0,0,0,-4.006235168655601e-12,8760000.0,0,0,0,1800.0,1000.0,0,720000000000.0,0,511017261.00000006,103855647.94168659,3911785418.622696,0,130331013.09617798,0,0,8,0,0,0,0,0,0,21683.64891631437,6053930732.8137,0,0,0,0,-164493253.20097256,813982390.2352945,813982390.2352945,84.04310219919343,84.04310219919343,58.189642660824745,57.23554170245521,0,55.94914383176202,0,55.71837884325145,55.60335352030448,0,0,0,0.009019097113888888,130331013.09617798,0.0,50768359.72815061,30072199.95792867,28350158.636760056,0,12886.0,21140294.773338623,1207.2345011217985,0,baseRun,0,0,0,0,0,0,0,0,0,0,3911785418.622696,1633800.0,12387359.498937631,0,0.0034414832917155727,0,0,0,0,6053930732.8137,0,0,0,0.0,0,0,0,0,3692998.421052632,130331013.09617792,981638916.1566817,0,0,0,6984.0,0,0,0,12886.0,6984.0,0,0,,0,0,-277538978927.7978,0,30.058918038537325,29.96087215998907,0,0,0,31.568702700052683,31.46573222097932,55.48856565625698,4350.0,31.15883161368739,30.754282073444347,0,31.363097609985843,0,0,0,0,0,0,0,511017261.00000006,46.45042334126718,25660.0,87471971.10362095,1000.0,56.18086456379972,0.001286008230452675,1800.0,6053930732.8137,55.71837884325145,500.0,0,0,981638916.1566817,-164493253.20097256,0.0,0,0,0,0.0045,0.0,0,0,0,31.363097609985843,29.96087215998907,0,130331013.09617798,54.918171097486734,0.0014319672879533276,0,0,0,0,0.0,47825719108.414406,112831977356.33081,52270073181.447334,,23852841655.017265,0.0,6053930732.8137,0,0,0,0.0,0,0,0,0,0,0
